data;hora;Número do pedido;Produto;Valor total de itens;forma de pagamento
10/05/2026;19:50:30;0268;Molho de alho,X-Tudo (Padrão),Refrigerante litro,X-Tudo (Artesanal 150g);50,60;Cartão de Crédito
10/05/2026;19:53:32;0239;Frango tudo,X-Bacon (Artesanal 150g);38,80;Cartão de Débito
10/05/2026;19:56:34;0129;2xFrango bacon;31,80;Cartão de Débito
10/05/2026;20:02:24;0398;Frango bacon,2xX-Bacon (Padrão),Filé salada,Filé salada;87,50;Cartão de Débito
10/05/2026;20:07:12;0278;2xFrango tudo,Cerveja Lata,Cerveja Lata;49,60;Pix
10/05/2026;20:08:08;0740;Lombo completo,Lombo bacon,Lombo tudo;58,70;Dinheiro
10/05/2026;20:10:40;0101;X-Bacon (Padrão),Frango tudo,Filé salada;53,70;Cartão de Crédito
10/05/2026;20:19:57;0725;Filé salada,Filé Completo,X-Bacon (Artesanal 150g),X-Bacon (Artesanal 150g);90,60;Cartão de Crédito
10/05/2026;20:22:28;0522;X-Bacon (Artesanal 150g),Frango tudo,Filé Completo,Refrigerante lata;71,60;Pix
10/05/2026;20:30:23;0422;3xFrango completo,Refrigerante lata;78,60;Cartão de Crédito
10/05/2026;20:38:01;0960;Filé salada,X-Salada (Artesanal 150g),2xFilé bacon;84,60;Cartão de Crédito
10/05/2026;20:39:34;0076;Lombo salada;16,90;Pix
10/05/2026;20:40:05;0156;Molho da casa;1,90;Cartão de Débito
10/05/2026;20:46:03;0808;Frango tudo,X-Tudo (Padrão),Refrigerante litro,Lombo completo;68,60;Cartão de Crédito
10/05/2026;20:51:55;0965;Filé bacon,X-Completo (Artesanal 150g),Frango salada;60,70;Cartão de Crédito
10/05/2026;20:54:19;0076;Lombo completo,Frango tudo,Lombo salada,Lombo bacon;75,60;Cartão de Débito
10/05/2026;20:56:36;0135;X-Completo (Padrão);24,90;Cartão de Débito
10/05/2026;20:57:22;0532;Lombo tudo;17,90;Cartão de Débito
10/05/2026;20:58:29;0977;Refrigerante litro,Lombo bacon;23,80;Cartão de Crédito
10/05/2026;21:11:05;0154;X-Salada (Artesanal 150g);28,90;Dinheiro
10/05/2026;21:14:24;0838;Lombo tudo,2xFilé Completo;75,70;Dinheiro
10/05/2026;21:17:14;0511;Lombo completo;24,90;Cartão de Crédito
10/05/2026;21:17:37;0652;Frango salada,Frango completo,X-Tudo (Artesanal 150g);64,70;Cartão de Crédito
10/05/2026;21:18:23;0406;Molho de alho,2xX-Salada (Artesanal 150g),X-Bacon (Artesanal 150g);80,60;Pix
10/05/2026;21:36:33;0386;Frango salada,Filé Completo;45,80;Dinheiro
10/05/2026;21:38:09;0606;Filé salada,2xX-Bacon (Padrão),3xLombo bacon;99,40;Pix
10/05/2026;21:38:12;0921;X-Completo (Artesanal 150g),X-Completo (Artesanal 150g),X-Completo (Artesanal 150g);77,70;Dinheiro
10/05/2026;21:40:54;0773;X-Bacon (Artesanal 150g),Frango completo;45,80;Cartão de Crédito
10/05/2026;21:41:20;0609;X-Completo (Artesanal 150g),Filé Completo,Frango completo,X-Completo (Artesanal 150g);105,60;Cartão de Crédito
10/05/2026;22:09:39;0372;2xFilé salada,X-Bacon (Artesanal 150g);60,70;Cartão de Crédito
10/05/2026;22:29:10;0380;Filé tudo,X-Bacon (Padrão);36,80;Dinheiro
10/05/2026;22:32:34;0579;Molho de alho,X-Completo (Padrão),Molho da casa,2xX-Completo (Padrão);78,50;Pix
10/05/2026;22:38:02;0490;X-Salada (Padrão),Batata frita pequena,Batata frita grande,2xLombo tudo;74,50;Pix
10/05/2026;22:45:21;0370;2xFrango completo,Lombo completo;74,70;Cartão de Débito
10/05/2026;22:48:20;0795;X-Salada (Artesanal 150g),Lombo salada,Frango bacon;61,70;Cartão de Débito
10/05/2026;22:56:13;0137;Molho de alho,2xBatata frita pequena,X-Tudo (Artesanal 150g);42,60;Pix
10/05/2026;22:59:38;0708;Lombo completo;24,90;Cartão de Crédito
10/05/2026;23:01:00;0289;X-Completo (Artesanal 150g),Refrigerante lata;29,80;Cartão de Crédito
10/05/2026;23:07:50;0462;Lombo salada,2xMolho da casa,X-Bacon (Padrão),X-Salada (Artesanal 150g);65,50;Cartão de Crédito
10/05/2026;23:12:01;0150;X-Salada (Padrão);16,90;Cartão de Crédito
10/05/2026;23:12:47;0254;Filé bacon;17,90;Pix
10/05/2026;23:16:35;0713;X-Tudo (Padrão);17,90;Cartão de Crédito
10/05/2026;23:22:16;0624;X-Tudo (Artesanal 150g);22,90;Cartão de Débito
10/05/2026;23:36:47;0188;Filé Completo;28,90;Dinheiro
10/05/2026;23:37:16;0142;Lombo tudo,X-Tudo (Padrão),Filé Completo,2xX-Bacon (Artesanal 150g);106,50;Pix
10/05/2026;23:41:00;0364;Filé bacon,X-Completo (Padrão);42,80;Pix
10/05/2026;23:43:32;0896;Cerveja Lata,Frango bacon,Frango bacon,2xCerveja Lata;52,50;Cartão de Crédito
10/05/2026;23:45:40;0249;Molho de alho,Lombo completo,X-Salada (Artesanal 150g);55,70;Dinheiro
10/05/2026;23:49:31;0179;2xFilé bacon,X-Tudo (Artesanal 150g),Filé bacon,2xFilé salada;116,40;Dinheiro
10/05/2026;23:53:03;0824;Refrigerante litro,Filé bacon,X-Bacon (Padrão);41,70;Cartão de Débito
11/05/2026;18:01:40;0671;Frango completo,Refrigerante litro,X-Bacon (Padrão);48,70;Cartão de Crédito
11/05/2026;18:07:43;0479;Frango bacon;15,90;Cartão de Crédito
11/05/2026;18:12:38;0163;Frango completo,X-Completo (Artesanal 150g),X-Salada (Padrão);67,70;Pix
11/05/2026;18:18:28;0357;X-Salada (Artesanal 150g),X-Salada (Artesanal 150g),Batata frita pequena,Molho da casa;68,60;Pix
11/05/2026;18:20:50;0006;Refrigerante litro,Frango bacon;23,80;Dinheiro
11/05/2026;18:28:13;0689;Lombo bacon;15,90;Pix
11/05/2026;18:33:38;0109;Filé salada,Batata frita pequena,Refrigerante lata;32,70;Pix
11/05/2026;18:35:37;0009;Filé tudo;20,90;Dinheiro
11/05/2026;18:38:12;0529;Frango salada,Lombo bacon,X-Bacon (Artesanal 150g);53,70;Pix
11/05/2026;18:39:22;0885;X-Salada (Artesanal 150g);28,90;Pix
11/05/2026;18:41:10;0858;Batata frita pequena,Lombo completo;33,80;Pix
11/05/2026;18:44:08;0266;Filé bacon,3xBatata frita pequena,X-Completo (Padrão),X-Salada (Artesanal 150g);98,40;Dinheiro
11/05/2026;18:44:25;0099;Filé tudo;20,90;Cartão de Débito
11/05/2026;18:50:06;0703;X-Bacon (Artesanal 150g),Molho de alho,Lombo salada;39,70;Cartão de Crédito
11/05/2026;18:55:45;0058;Lombo completo,Lombo salada,Frango completo;66,70;Cartão de Débito
11/05/2026;19:09:26;0617;X-Bacon (Padrão),Filé tudo;36,80;Cartão de Crédito
11/05/2026;19:10:34;0487;Filé salada,Molho de alho;21,80;Cartão de Débito
11/05/2026;19:11:19;0538;Lombo salada;16,90;Cartão de Crédito
11/05/2026;19:13:54;0821;Molho de alho,Filé Completo;30,80;Pix
11/05/2026;19:17:50;0849;Lombo salada,Filé bacon;34,80;Cartão de Débito
11/05/2026;19:21:59;0641;X-Salada (Artesanal 150g);28,90;Cartão de Débito
11/05/2026;19:24:47;0553;Frango tudo,X-Bacon (Artesanal 150g),Lombo completo,Cerveja Lata;70,60;Cartão de Débito
11/05/2026;19:33:51;0392;Filé tudo,Lombo salada;37,80;Cartão de Crédito
11/05/2026;19:34:33;0194;X-Salada (Padrão);16,90;Pix
11/05/2026;19:46:40;0126;Refrigerante litro;7,90;Cartão de Crédito
11/05/2026;20:01:59;0293;2xMolho da casa,2xX-Bacon (Artesanal 150g);45,60;Dinheiro
11/05/2026;20:02:18;0094;X-Completo (Padrão);24,90;Pix
11/05/2026;20:05:57;0693;Lombo tudo,Refrigerante lata,X-Salada (Padrão),2xMolho da casa;42,50;Pix
11/05/2026;20:13:05;0635;Frango bacon;15,90;Cartão de Débito
11/05/2026;20:17:39;0937;2xFilé tudo;41,80;Cartão de Crédito
11/05/2026;20:25:29;0120;Batata frita grande,Cerveja Lata;19,80;Cartão de Débito
11/05/2026;20:32:04;0629;Filé bacon;17,90;Pix
11/05/2026;20:33:21;0071;Frango salada,X-Completo (Artesanal 150g),Refrigerante lata;46,70;Pix
11/05/2026;20:44:03;0068;X-Bacon (Padrão);15,90;Dinheiro
11/05/2026;20:44:55;0469;Batata frita grande,X-Bacon (Padrão),Refrigerante lata;32,70;Dinheiro
11/05/2026;20:56:39;0702;2xMolho de alho,Frango salada,2xFrango bacon,Frango bacon;68,40;Cartão de Crédito
11/05/2026;20:56:45;0724;Filé bacon,Batata frita grande,Refrigerante litro,Lombo bacon;54,60;Cartão de Débito
11/05/2026;20:57:15;0890;X-Completo (Artesanal 150g),Cerveja Lata,X-Tudo (Padrão);50,70;Cartão de Débito
11/05/2026;20:57:40;0803;Lombo bacon;15,90;Dinheiro
11/05/2026;21:07:46;0101;Filé salada,Filé bacon;37,80;Pix
11/05/2026;21:19:52;0232;Cerveja Lata,Cerveja Lata;13,80;Cartão de Débito
11/05/2026;21:36:15;0656;Filé Completo,Batata frita grande;41,80;Pix
11/05/2026;21:37:23;0457;X-Salada (Artesanal 150g),Molho de alho,Lombo salada;47,70;Dinheiro
11/05/2026;21:38:09;0774;2xLombo completo,X-Completo (Artesanal 150g),2xX-Tudo (Padrão);111,50;Cartão de Crédito
11/05/2026;21:39:29;0474;X-Salada (Padrão),X-Tudo (Padrão);34,80;Pix
11/05/2026;21:44:06;0273;Refrigerante lata,2xFrango salada,X-Completo (Artesanal 150g);63,60;Pix
11/05/2026;21:56:26;0988;X-Salada (Padrão),Filé Completo,3xX-Salada (Artesanal 150g);132,50;Pix
11/05/2026;21:58:34;0150;X-Bacon (Artesanal 150g),X-Tudo (Padrão),Batata frita grande;51,70;Pix
11/05/2026;22:00:38;0470;Filé bacon;17,90;Pix
11/05/2026;22:00:58;0906;Filé Completo,3xFilé Completo;115,60;Pix
11/05/2026;22:07:54;0683;X-Completo (Artesanal 150g),Cerveja Lata;32,80;Cartão de Débito
11/05/2026;22:15:50;0037;Frango bacon,Molho da casa;17,80;Pix
11/05/2026;22:20:14;0010;2xX-Completo (Padrão),Filé Completo;78,70;Cartão de Crédito
11/05/2026;22:40:42;0550;3xX-Tudo (Padrão),X-Bacon (Artesanal 150g),Molho da casa;76,50;Pix
11/05/2026;22:46:44;0867;X-Completo (Padrão),2xX-Bacon (Artesanal 150g);66,70;Cartão de Débito
11/05/2026;22:56:27;0871;Lombo completo,Cerveja Lata,Frango bacon;47,70;Cartão de Crédito
11/05/2026;23:01:35;0095;2xBatata frita grande,2xFrango salada,X-Completo (Padrão),Refrigerante litro;92,40;Cartão de Crédito
11/05/2026;23:06:30;0678;X-Completo (Artesanal 150g),Filé bacon;43,80;Cartão de Débito
11/05/2026;23:07:08;0798;X-Bacon (Artesanal 150g);20,90;Cartão de Crédito
11/05/2026;23:11:12;0888;Filé bacon;17,90;Cartão de Débito
11/05/2026;23:23:44;0619;X-Bacon (Artesanal 150g),Refrigerante lata,Refrigerante lata,Filé Completo;57,60;Cartão de Débito
11/05/2026;23:27:56;0646;X-Tudo (Artesanal 150g),Frango completo,X-Bacon (Padrão),X-Completo (Padrão);88,60;Cartão de Débito
11/05/2026;23:27:58;0444;Frango completo;24,90;Pix
11/05/2026;23:38:11;0886;Batata frita grande;12,90;Cartão de Crédito
11/05/2026;23:52:24;0160;Filé bacon,Lombo salada,Filé bacon,Refrigerante litro;60,60;Cartão de Débito
12/05/2026;18:03:25;0379;Lombo bacon,X-Completo (Padrão),3xLombo completo,2xFrango tudo;151,30;Pix
12/05/2026;18:04:59;0817;2xX-Tudo (Padrão),Batata frita grande;48,70;Cartão de Débito
12/05/2026;18:12:45;0872;X-Salada (Padrão),X-Bacon (Padrão);32,80;Pix
12/05/2026;18:15:33;0801;Batata frita pequena,Batata frita grande;21,80;Dinheiro
12/05/2026;18:17:02;0978;Lombo completo;24,90;Cartão de Crédito
12/05/2026;18:18:01;0519;Molho da casa,Filé Completo;30,80;Pix
12/05/2026;18:22:19;0215;Lombo completo;24,90;Cartão de Crédito
12/05/2026;18:28:31;0519;Frango salada;16,90;Pix
12/05/2026;18:30:10;0552;Filé Completo,2xLombo salada,X-Bacon (Artesanal 150g);83,60;Pix
12/05/2026;18:31:35;0443;Cerveja Lata,Frango bacon;22,80;Dinheiro
12/05/2026;18:34:14;0307;2xFilé salada,Filé salada,X-Tudo (Padrão);77,60;Pix
12/05/2026;18:34:19;0717;X-Salada (Artesanal 150g),Frango tudo,Refrigerante litro,Frango bacon;70,60;Cartão de Crédito
12/05/2026;18:36:53;0577;X-Salada (Artesanal 150g),X-Salada (Artesanal 150g),Frango tudo,Filé tudo;96,60;Pix
12/05/2026;18:41:29;0148;X-Bacon (Artesanal 150g),Refrigerante lata,Frango bacon;40,70;Cartão de Crédito
12/05/2026;18:44:49;0339;Refrigerante lata;3,90;Pix
12/05/2026;18:47:02;0087;Frango tudo,Frango tudo,X-Salada (Artesanal 150g),X-Salada (Artesanal 150g);93,60;Cartão de Débito
12/05/2026;18:50:45;0046;Molho da casa,Batata frita grande;14,80;Pix
12/05/2026;19:00:35;0884;Batata frita pequena,X-Tudo (Padrão),Filé salada;46,70;Cartão de Crédito
12/05/2026;19:04:04;0697;X-Salada (Padrão),2xFilé salada,Frango salada,Filé bacon;91,50;Cartão de Débito
12/05/2026;19:13:15;0419;Molho da casa,Refrigerante lata;5,80;Dinheiro
12/05/2026;19:16:12;0315;X-Salada (Artesanal 150g),2xX-Completo (Padrão),Lombo bacon;94,60;Cartão de Débito
12/05/2026;19:38:12;0033;Molho de alho,Lombo completo,Lombo salada;43,70;Dinheiro
12/05/2026;19:47:34;0640;Batata frita pequena;8,90;Pix
12/05/2026;19:48:46;0545;Lombo completo,Batata frita grande,X-Bacon (Padrão),Molho da casa;55,60;Cartão de Crédito
12/05/2026;19:48:50;0761;X-Tudo (Artesanal 150g),Batata frita pequena,2xFilé bacon,2xLombo completo;117,40;Pix
12/05/2026;19:54:11;0216;Frango bacon;15,90;Dinheiro
12/05/2026;19:56:44;0919;X-Bacon (Padrão),Filé bacon;33,80;Cartão de Crédito
12/05/2026;19:57:29;0795;2xX-Bacon (Artesanal 150g),Batata frita pequena,Batata frita grande;63,60;Cartão de Crédito
12/05/2026;20:13:01;0449;2xFilé Completo,Molho de alho,Lombo tudo;77,60;Pix
12/05/2026;20:15:38;0409;Lombo tudo,Frango bacon,Frango tudo,Refrigerante lata;55,60;Pix
12/05/2026;20:20:33;0424;Lombo completo;24,90;Cartão de Crédito
12/05/2026;20:30:17;0171;Lombo tudo,Batata frita pequena,Lombo bacon;42,70;Cartão de Crédito
12/05/2026;20:33:24;0024;X-Tudo (Padrão),X-Bacon (Artesanal 150g),Lombo salada,Lombo tudo;73,60;Cartão de Crédito
12/05/2026;20:35:17;0354;2xRefrigerante litro,Frango completo,Batata frita pequena,2xCerveja Lata;63,40;Cartão de Débito
12/05/2026;20:39:35;0897;Frango tudo,Filé Completo,Lombo tudo,Refrigerante lata;68,60;Cartão de Débito
12/05/2026;20:42:16;0685;Lombo tudo,Filé tudo;38,80;Pix
12/05/2026;20:58:54;0237;Filé tudo;20,90;Cartão de Crédito
12/05/2026;21:02:24;0110;2xFilé salada,3xX-Bacon (Artesanal 150g),Molho de alho;104,40;Pix
12/05/2026;21:04:32;0713;Molho de alho,Refrigerante lata,Frango salada,X-Tudo (Padrão);40,60;Pix
12/05/2026;21:10:40;0486;X-Salada (Artesanal 150g);28,90;Cartão de Crédito
12/05/2026;21:12:39;0057;Filé salada,X-Completo (Artesanal 150g),3xX-Completo (Padrão),Frango completo;145,40;Pix
12/05/2026;21:14:24;0042;Filé tudo,X-Bacon (Artesanal 150g),2xLombo salada;75,60;Pix
12/05/2026;21:24:29;0179;Molho da casa;1,90;Pix
12/05/2026;21:41:28;0394;Frango tudo,Molho de alho,Filé Completo,Refrigerante lata;52,60;Pix
12/05/2026;21:49:13;0433;Frango salada,Filé salada;36,80;Cartão de Débito
12/05/2026;21:49:34;0146;3xX-Completo (Artesanal 150g),Lombo salada,X-Bacon (Padrão),X-Salada (Artesanal 150g);139,40;Cartão de Crédito
12/05/2026;21:51:25;0091;Frango completo;24,90;Cartão de Crédito
12/05/2026;21:53:59;0252;3xFilé bacon;53,70;Cartão de Débito
12/05/2026;21:58:42;0633;2xFilé salada,Filé salada,2xX-Completo (Artesanal 150g);111,50;Cartão de Débito
12/05/2026;22:04:21;0793;Lombo tudo;17,90;Cartão de Débito
12/05/2026;22:04:59;0035;X-Bacon (Padrão),Frango completo,Filé tudo;61,70;Pix
12/05/2026;22:10:24;0632;2xFrango tudo,Filé Completo,X-Tudo (Artesanal 150g);87,60;Cartão de Crédito
12/05/2026;22:16:55;0354;2xBatata frita grande,Lombo completo,X-Tudo (Padrão);68,60;Pix
12/05/2026;22:27:21;0855;Cerveja Lata,Lombo completo,Frango completo,X-Tudo (Artesanal 150g);79,60;Pix
12/05/2026;22:27:58;0455;X-Completo (Artesanal 150g),Frango salada,Frango tudo,2xMolho de alho;64,50;Pix
12/05/2026;22:31:30;0860;X-Completo (Artesanal 150g),X-Salada (Artesanal 150g),Refrigerante litro;62,70;Pix
12/05/2026;22:38:38;0075;Lombo salada;16,90;Dinheiro
12/05/2026;22:43:50;0480;2xX-Tudo (Artesanal 150g),Lombo bacon,X-Salada (Padrão),X-Bacon (Artesanal 150g);99,50;Cartão de Crédito
12/05/2026;22:53:34;0380;Molho da casa,Batata frita grande,Molho de alho;16,70;Pix
12/05/2026;22:53:42;0361;2xX-Tudo (Padrão),2xFrango tudo;71,60;Cartão de Crédito
12/05/2026;22:56:38;0744;Lombo bacon;15,90;Pix
12/05/2026;23:10:19;0905;2xLombo salada;33,80;Pix
12/05/2026;23:11:23;0629;X-Salada (Padrão),X-Salada (Artesanal 150g),Molho da casa;47,70;Pix
12/05/2026;23:25:00;0797;Frango salada;16,90;Cartão de Crédito
12/05/2026;23:44:40;0747;Lombo tudo,X-Salada (Artesanal 150g),Lombo bacon;62,70;Cartão de Crédito
12/05/2026;23:45:51;0567;X-Completo (Padrão),Filé bacon,X-Bacon (Padrão),Frango bacon;74,60;Cartão de Débito
12/05/2026;23:45:56;0996;X-Tudo (Artesanal 150g),X-Tudo (Padrão),Filé bacon;58,70;Pix
12/05/2026;23:50:33;0082;Lombo bacon;15,90;Cartão de Débito
12/05/2026;23:58:47;0832;Filé Completo,Frango completo;53,80;Pix
13/05/2026;18:14:02;0492;Filé Completo,2xFilé tudo;70,70;Pix
13/05/2026;18:14:36;0211;Batata frita pequena,Lombo bacon,Lombo completo,Filé Completo;78,60;Pix
13/05/2026;18:16:20;0743;Filé Completo,Refrigerante litro,X-Salada (Artesanal 150g),X-Completo (Padrão);90,60;Cartão de Débito
13/05/2026;18:20:53;0762;Refrigerante litro;7,90;Pix
13/05/2026;18:23:41;0760;2xFilé tudo,Filé bacon,Filé tudo;80,60;Pix
13/05/2026;18:41:00;0334;Cerveja Lata,Lombo completo,Molho da casa;33,70;Cartão de Crédito
13/05/2026;18:42:54;0665;Filé Completo,X-Bacon (Artesanal 150g);49,80;Cartão de Crédito
13/05/2026;18:43:02;0550;Filé bacon,Refrigerante lata,X-Tudo (Padrão),Filé Completo;68,60;Dinheiro
13/05/2026;18:48:00;0126;2xFilé tudo,Lombo tudo,2xBatata frita grande,Lombo bacon;101,40;Cartão de Débito
13/05/2026;19:00:48;0259;Cerveja Lata,2xX-Bacon (Artesanal 150g),Lombo completo,Frango completo;98,50;Cartão de Crédito
13/05/2026;19:01:14;0395;Filé bacon,Batata frita pequena,Lombo completo;51,70;Cartão de Débito
13/05/2026;19:07:55;0188;2xX-Bacon (Artesanal 150g),Lombo tudo;59,70;Cartão de Crédito
13/05/2026;19:29:50;0894;3xRefrigerante litro,Batata frita pequena,Refrigerante lata;36,50;Pix
13/05/2026;19:33:25;0098;Refrigerante litro;7,90;Pix
13/05/2026;19:52:09;0071;2xX-Bacon (Artesanal 150g),X-Completo (Padrão),Frango salada;83,60;Cartão de Débito
13/05/2026;19:53:22;0169;Lombo tudo;17,90;Pix
13/05/2026;19:56:20;0765;Filé Completo,2xFilé tudo,2xFilé salada,Frango bacon;126,40;Cartão de Débito
13/05/2026;19:58:40;0922;Filé bacon,2xFrango tudo,Filé Completo,Refrigerante lata;86,50;Pix
13/05/2026;20:10:26;0612;Batata frita grande;12,90;Cartão de Crédito
13/05/2026;20:17:27;0511;Filé salada,Frango bacon,Refrigerante lata;39,70;Pix
13/05/2026;20:21:06;0660;Cerveja Lata,X-Completo (Padrão);31,80;Cartão de Débito
13/05/2026;20:21:49;0304;Frango bacon,X-Completo (Artesanal 150g),X-Tudo (Artesanal 150g);64,70;Dinheiro
13/05/2026;20:35:36;0924;2xBatata frita grande,X-Completo (Padrão);50,70;Pix
13/05/2026;20:39:01;0611;Frango salada,X-Salada (Padrão);33,80;Pix
13/05/2026;20:42:22;0603;Refrigerante lata,Refrigerante litro,Frango salada;28,70;Cartão de Débito
13/05/2026;20:49:07;0262;X-Salada (Artesanal 150g),2xRefrigerante litro,Refrigerante lata;48,60;Dinheiro
13/05/2026;21:01:22;0563;X-Bacon (Artesanal 150g),Frango salada;37,80;Pix
13/05/2026;21:02:58;0348;Lombo bacon;15,90;Dinheiro
13/05/2026;21:06:39;0976;Frango completo,Cerveja Lata,X-Tudo (Padrão);49,70;Pix
13/05/2026;21:19:28;0426;Frango completo,Lombo completo,X-Completo (Artesanal 150g),X-Bacon (Artesanal 150g);96,60;Pix
13/05/2026;21:22:17;0431;2xRefrigerante litro,Molho da casa;17,70;Dinheiro
13/05/2026;21:22:46;0320;Lombo tudo,2xX-Tudo (Padrão),Frango salada;70,60;Cartão de Crédito
13/05/2026;21:29:49;0600;Molho da casa;1,90;Pix
13/05/2026;21:40:47;0454;3xMolho da casa,Frango completo;30,60;Dinheiro
13/05/2026;21:41:31;0471;X-Completo (Artesanal 150g);25,90;Pix
13/05/2026;21:41:39;0670;Molho da casa,3xFilé tudo,Lombo completo,Batata frita pequena;98,40;Cartão de Débito
13/05/2026;21:41:50;0777;X-Salada (Artesanal 150g),Frango tudo;46,80;Pix
13/05/2026;21:44:00;0220;X-Tudo (Padrão),Refrigerante litro;25,80;Cartão de Débito
13/05/2026;21:45:32;0588;Lombo bacon,2xX-Salada (Padrão);49,70;Pix
13/05/2026;21:46:21;0127;Filé salada,X-Completo (Padrão),X-Salada (Padrão);61,70;Cartão de Crédito
13/05/2026;21:46:35;0007;Batata frita pequena,X-Salada (Artesanal 150g),X-Completo (Padrão),Molho de alho;64,60;Pix
13/05/2026;21:46:55;0121;X-Salada (Artesanal 150g);28,90;Pix
13/05/2026;22:01:22;0195;Refrigerante lata;3,90;Cartão de Crédito
13/05/2026;22:07:10;0651;X-Completo (Padrão),X-Completo (Artesanal 150g),Frango completo,Batata frita grande;88,60;Dinheiro
13/05/2026;22:20:01;0082;Lombo tudo,Batata frita pequena,Lombo bacon,X-Salada (Padrão);59,60;Cartão de Crédito
13/05/2026;22:32:53;0083;Filé bacon,X-Salada (Padrão),3xCerveja Lata;55,50;Cartão de Débito
13/05/2026;22:36:44;0733;Frango bacon,X-Bacon (Padrão),Filé salada,Frango tudo;69,60;Cartão de Crédito
13/05/2026;22:38:34;0551;Cerveja Lata;6,90;Pix
13/05/2026;22:52:34;0531;Frango tudo,X-Bacon (Padrão),3xFilé bacon,X-Tudo (Padrão);105,40;Cartão de Débito
13/05/2026;23:03:25;0348;Filé tudo;20,90;Cartão de Crédito
13/05/2026;23:05:29;0278;2xX-Completo (Padrão);49,80;Pix
13/05/2026;23:10:28;0408;2xMolho da casa,Frango salada,Lombo tudo;38,60;Cartão de Crédito
13/05/2026;23:17:37;0534;Frango salada,Refrigerante litro,X-Bacon (Padrão),X-Bacon (Padrão);56,60;Cartão de Crédito
13/05/2026;23:20:39;0080;X-Tudo (Artesanal 150g);22,90;Cartão de Débito
13/05/2026;23:23:42;0968;Frango completo,X-Bacon (Padrão),Cerveja Lata;47,70;Pix
13/05/2026;23:26:47;0201;Lombo completo,X-Bacon (Artesanal 150g),Lombo completo,Molho de alho;72,60;Cartão de Crédito
13/05/2026;23:29:03;0279;Frango tudo,Frango bacon;33,80;Cartão de Crédito
13/05/2026;23:33:05;0311;X-Completo (Padrão);24,90;Cartão de Débito
13/05/2026;23:38:04;0706;X-Bacon (Artesanal 150g),Filé tudo,X-Bacon (Artesanal 150g);62,70;Dinheiro
13/05/2026;23:39:40;0117;Frango tudo,2xCerveja Lata,Refrigerante lata;35,60;Cartão de Crédito
13/05/2026;23:40:12;0736;2xFilé bacon,2xRefrigerante lata,Lombo tudo,Batata frita pequena;70,40;Cartão de Débito
13/05/2026;23:41:51;0787;X-Tudo (Artesanal 150g),Lombo tudo,Refrigerante litro,X-Tudo (Padrão);66,60;Dinheiro
13/05/2026;23:57:40;0459;3xX-Completo (Padrão),Frango salada;91,60;Cartão de Débito
14/05/2026;18:00:57;0363;Refrigerante litro,Frango bacon;23,80;Dinheiro
14/05/2026;18:01:02;0225;2xX-Tudo (Artesanal 150g);45,80;Cartão de Débito
14/05/2026;18:02:36;0300;X-Bacon (Padrão),Refrigerante lata,Frango completo,3xLombo bacon;92,40;Pix
14/05/2026;18:09:17;0177;X-Completo (Padrão),X-Bacon (Artesanal 150g);45,80;Cartão de Crédito
14/05/2026;18:09:22;0170;Frango completo,Molho da casa,Molho de alho;28,70;Cartão de Crédito
14/05/2026;18:13:46;0113;X-Salada (Artesanal 150g),Refrigerante lata,Lombo bacon;48,70;Cartão de Crédito
14/05/2026;18:17:49;0473;Filé bacon,Batata frita pequena;26,80;Cartão de Crédito
14/05/2026;18:18:11;0936;Filé Completo,Batata frita grande,X-Bacon (Artesanal 150g);62,70;Pix
14/05/2026;18:28:53;0187;Refrigerante lata;3,90;Cartão de Crédito
14/05/2026;18:28:54;0548;Batata frita pequena,X-Bacon (Artesanal 150g),2xFilé salada,X-Bacon (Artesanal 150g);90,50;Pix
14/05/2026;18:39:44;0731;Batata frita grande,2xLombo bacon,X-Completo (Padrão);69,60;Pix
14/05/2026;18:40:49;0317;Refrigerante lata,Refrigerante lata,Frango tudo;25,70;Pix
14/05/2026;18:42:26;0592;X-Salada (Padrão),Refrigerante lata,Filé tudo;41,70;Pix
14/05/2026;18:42:31;0219;Batata frita pequena,Filé bacon;26,80;Dinheiro
14/05/2026;18:43:02;0873;2xLombo bacon,Molho da casa;33,70;Dinheiro
14/05/2026;18:51:09;0460;X-Salada (Artesanal 150g),X-Bacon (Artesanal 150g),X-Completo (Padrão);74,70;Dinheiro
14/05/2026;19:08:26;0784;Cerveja Lata,Frango bacon,Batata frita grande;35,70;Cartão de Débito
14/05/2026;19:28:31;1000;2xFilé bacon,X-Bacon (Artesanal 150g);56,70;Pix
14/05/2026;19:34:10;0833;Cerveja Lata,Filé Completo;35,80;Cartão de Crédito
14/05/2026;19:40:27;0589;Lombo salada,Batata frita grande;29,80;Pix
14/05/2026;20:04:00;0578;X-Completo (Artesanal 150g),X-Completo (Padrão);50,80;Cartão de Crédito
14/05/2026;20:10:58;0256;Batata frita pequena,Frango tudo;26,80;Cartão de Débito
14/05/2026;20:15:54;0580;2xX-Salada (Padrão);33,80;Cartão de Crédito
14/05/2026;20:22:25;0743;2xMolho da casa;3,80;Pix
14/05/2026;20:43:25;0775;Filé Completo,Lombo completo,Lombo tudo,X-Bacon (Padrão);87,60;Cartão de Crédito
14/05/2026;20:46:26;0825;Lombo completo,X-Tudo (Padrão);42,80;Cartão de Crédito
